code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
6963,V.S. INDUSTRY BERHAD,Industrial Products & Services,2019-07-01,10,0.9,0.6,1.52,0.91,10.0,0.09,10.0,0.04,4.89,9.49,10.92,0.04,0.05,4.07,13.33,77.5,45.42,39.66,5.87,5.87,14.22,34.74,3.56,2.07,5.8,5.01,3.56,1.49,2.51,2.21,1.49,57.92,1,0,1,1+7,+,2+4,+,800,3978,0.02,0.09,49,224
6971,KOBAY TECHNOLOGY BERHAD,Industrial Products & Services,2019-06-01,10,1.92,1.23,2.04,1.85,9.0,0.2,10.42,0.03,1.56,10.98,11.26,0.13,0.1,5.49,-84.0,61.0,-11.5,20.24,9.9,61.73,9.9,27.39,5.91,5.02,9.96,8.49,5.91,0.83,0.0,0.66,0.83,18.15,0,0,0,4+7+8,7+8,4+5+6+7+8+10,10,82,168,0.01,0.19,0,5
6998,BINTAI KINDEN CORPORATION BERHAD,Industrial Products & Services,2019-03-01,8,0.11,0.04,0.15,0.29,12.0,0.01,9.09,0.0,0.0,3.03,0.44,1.36,1.25,-0.61,-31.5,6.75,-12.38,5.96,0.0,0.0,0.0,-42.82,-10.78,27.3,-2.01,-12.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+8,2+3+5+6+7,1+2+3+4+5+6+7+8,1+2+5+6+7,368,147,-0.07,0.0,103,-78
7003,Y&G CORPORATION BHD,Property,2018-12-01,9,0.72,0.65,0.995,1.34,39.0,0.02,2.78,0.0,0.0,1.37,4.17,0.02,0.03,9.69,10.09,93.0,51.54,31.32,0.0,-27.61,-4.34,0.0,5.58,2.95,4.47,6.15,0.0,1.56,1.67,2.8,0.0,34.61,1,0,0,1+2+3+5+6+9,+,2+3+7+8+9,1+2+4+9,37,65,0.01,0.04,0,-22
7004,MCE HOLDINGS BERHAD,Industrial Products & Services,2019-07-01,10,0.44,0.285,0.71,1.7985,-2.0,-0.19,-43.18,0.0,0.0,-10.54,-7.9,0.14,0.01,4.72,-54.5,26.67,-13.92,8.0,0.0,0.0,0.0,0.0,10.18,19.37,-8.52,-6.8,10.18,2.23,0.42,1.17,2.23,24.25,0,0,0,2+4+5+6+7+9,1+2+4+5,1+2+3+4+5+6+9+10,1,104,69,0.21,-0.15,5,-4
7005,B.I.G. INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.275,0.17,0.43,0.56,-18.0,-0.01,-3.64,0.0,0.0,-2.66,3.29,0.03,0.03,-4.83,-5.6,21.5,7.95,14.08,0.0,-2.54,-22.44,-12.61,-17.64,21.66,-18.59,-16.72,-17.64,0.0,0.0,0.0,0.0,0.0,0,0,1,2+3+5+6+9+10,2+3+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,+,85,46,-0.14,0.02,19,3
7006,LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,2.0,1.7,3.92,5.95,64.0,0.03,1.5,0.06,3.0,0.53,3.49,0.02,0.02,5.67,3.76,28.67,16.22,9.18,3.34,-35.58,-18.78,3.34,16.28,7.5,7.51,10.08,16.28,2.88,1.58,1.71,2.88,17.57,1,0,1,1+2+7+9,+,2+3+4+8+9,+,507,730,0.29,0.2,40,13
7007,ARK RESOURCES HOLDINGS BERHAD,Property,2018-12-01,5,0.16,0.115,0.33,0.27,-6.0,-0.03,-18.75,0.0,0.0,-10.56,-16.58,0.0,0.0,-11.81,-7.3,20.0,6.35,20.0,0.0,0.0,0.0,0.0,-4.6,7.89,-9.33,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5,1+2,1+2+3+4+5,2+4+5,7,3,0.0,-0.05,-1,1
7010,GRAND HOOVER BERHAD,Property,2019-06-01,8,0.5,0.345,0.635,1.08,-8.0,-0.07,-14.0,0.0,0.0,-6.08,-6.26,0.07,0.08,0.62,-16.5,44.0,13.75,29.17,0.0,0.0,0.0,0.0,-2.05,6.14,-5.47,-3.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+7+8,1+2+3+6,1+2+3+4+6+7+8,1+2+4+6,39,63,0.01,-0.07,6,-3
7013,HUBLINE BERHAD,Transportation & Logistics,2019-09-01,10,0.055,0.03,0.06,0.05,-238.0,-0.0,-0.0,0.0,0.0,-0.4,-0.4,0.15,0.17,-55.65,-5.75,3.0,-1.38,2.46,0.0,0.0,0.0,0.0,-1607.7,3554.49,-5.8,-2696.81,-1607.7,1.76,0.0,0.0,1.76,4.0,0,0,0,4+5+6+7+8+9+10,1+2+3+4+5+7+9,1+2+3+4+5+6+7+8+9+10,2+3+4,634,124,0.08,0.0,24,19
7014,YLI HOLDINGS BERHAD,Industrial Products & Services,2019-03-01,10,0.165,0.15,0.3,1.2,-2.0,-0.09,-54.55,0.0,0.0,-7.32,-12.99,0.01,0.01,-7.44,-81.0,105.0,12.0,50.43,0.0,0.0,0.0,0.0,-16.8,27.59,-26.74,-16.95,-16.8,0.92,1.11,0.67,0.92,0.0,0,0,0,3+5+7+9+10,1+2+4+5+7+8+9,1+2+3+4+5+6+7+8+9+10,1+2+4+5+6+7+8+9+10,83,113,0.02,-0.18,0,-15
7016,CHUAN HUAT RESOURCES BHD,Industrial Products & Services,2018-12-01,10,0.275,0.18,0.5,1.81,-9.0,-0.03,-10.91,0.01,4.0,-1.61,2.67,0.06,0.06,1.75,5.11,16.0,10.56,7.68,0.7,0.0,0.7,-10.16,13.1,5.78,11.46,10.72,13.1,4.58,1.73,1.82,4.58,21.72,0,0,0,3+4+6+10,4,2+3+4+6+7+8+10,2+3,515,711,0.09,0.05,8,3
7017,KOMARKCORP BERHAD,Industrial Products & Services,2019-04-01,9,0.22,0.15,0.385,0.27,-4.0,-0.05,-22.73,0.0,0.0,-18.81,-16.92,0.21,0.26,-11.23,-14.25,54.5,20.12,34.5,0.0,0.0,0.0,0.0,-19.9,22.4,-40.76,-27.62,0.0,0.37,1.11,0.67,0.0,0.0,0,0,0,1+2+4+5,1+2+3+5+6+7,1+2+3+4+5+6+7+8,1+2+3,113,48,0.02,-0.05,15,-2
7018,CME GROUP BERHAD,Industrial Products & Services,2019-06-01,6,0.03,0.02,0.04,0.0654,-1.0,-0.03,-100.0,0.0,0.0,-50.92,-45.46,0.03,0.04,-16.9,-1.67,5.5,1.92,5.5,0.0,0.0,0.0,0.0,-38.52,47.81,-83.1,-46.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1+2+3+6,1+2+3+5+6,3+5+6,23,38,0.0,-0.04,-2,6
7020,YKGI HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,9,0.09,0.06,0.17,0.1,-4.0,-0.02,-22.22,0.0,0.0,-23.0,-119.7,0.52,0.33,-7.76,-6.57,10.25,1.84,10.25,0.0,0.0,0.0,0.0,-50.21,95.22,-124.32,-85.55,0.0,1.3,0.0,0.93,0.0,11.58,0,0,0,1+2+3+4+5+8,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+9,6,466,221,0.04,-0.38,16,15
7022,GLOBETRONICS TECHNOLOGY BERHAD,Technology,2019-12-01,10,1.85,1.29,2.4530000000000003,0.43,24.0,0.08,4.32,0.08,4.05,18.23,14.96,0.0,0.0,16.16,17.5,94.29,55.9,43.84,9.93,19.6,-7.44,9.93,3.14,1.59,3.26,2.52,3.14,1.73,1.15,0.99,1.73,50.88,1,0,1,1+4+5+9,+,1+4+9,+,279,215,0.05,0.07,63,111
7025,WOODLANDOR HOLDINGS BHD,Industrial Products & Services,2018-12-01,6,0.55,0.4,0.75,1.04,-6.0,-0.09,-16.36,0.02,2.73,-8.48,4.26,0.01,0.01,3.0,11.7,49.0,30.35,26.14,41.79,50.82,41.79,0.0,4.66,3.32,5.32,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2+4+5,5,1+2+4+6,+,32,25,0.01,0.05,3,1
7028,ZECON BERHAD,Construction,2019-06-01,10,0.415,0.225,0.7,1.76,2.0,0.2,48.19,0.0,0.0,11.35,-8.41,0.0,0.01,0.54,-6.95,53.5,23.28,25.02,0.0,0.0,0.0,0.0,0.39,26.38,-5.85,1.87,0.39,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7+9+10,1+5+6,1+2+3+4+5+6+7+8+9+10,1+2+3+5+9+10,157,370,0.01,-0.16,0,-170
7029,MASTER-PACK GROUP BERHAD,Industrial Products & Services,2018-12-01,10,1.65,0.605,3.2,2.0,6.0,0.29,17.58,0.04,2.42,14.32,6.91,0.04,0.06,4.7,4.62,22.73,13.68,10.4,2.08,25.13,2.08,0.0,12.14,5.51,8.65,10.09,12.14,1.72,1.23,1.92,1.72,14.09,1,0,0,4+7+10,+,4+7+8+10,2,53,145,0.08,0.11,9,7
7031,AMTEL HOLDINGS BERHAD,Telecommunications & Media,2019-11-01,9,0.51,0.47,0.68,0.9411,5.0,0.1,19.61,0.0,0.0,10.31,10.14,0.0,0.0,2.74,-13.0,85.0,36.0,33.99,4.92,157.81,48.83,4.92,105.63,288.43,3.33,2.8,0.0,1.32,0.0,0.0,0.0,0.07,0,0,0,3+4+6+7+8,3,2+3+4+6+7+8+9,2+4+5+6,61,63,7.37,0.09,11,8
7033,KUMPULAN H & L HIGH-TECH BERHAD,Industrial Products & Services,2019-10-01,10,1.0,0.895,1.28,2.6039999999999996,12.0,0.08,8.0,0.04,3.5,3.12,3.59,0.1,0.11,20.1,4.62,15.2,9.91,10.21,42.82,-0.96,-11.54,42.82,11.62,5.07,9.79,10.75,11.62,3.43,3.76,3.47,3.43,53.73,1,0,1,1+4+7+8,+,1+2+4+6+8+10,+,24,23,0.05,0.09,4,3
7034,THONG GUAN INDUSTRIES BERHAD,Industrial Products & Services,2018-12-01,10,3.64,1.95,4.32,3.23,10.0,0.36,9.89,0.02,0.55,11.06,9.09,0.09,0.07,4.64,6.7,19.69,13.2,10.77,4.42,-7.18,4.42,22.36,10.31,3.09,9.04,7.95,10.31,2.52,2.88,2.49,2.52,27.06,1,0,0,4+10,+,2+5+10,5,409,862,0.11,0.26,68,25
7035,CCK CONSOLIDATED HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.495,0.3,0.595,0.44,9.0,0.05,10.1,0.01,2.53,12.11,10.21,0.02,0.02,3.65,7.9,102.0,54.95,37.74,16.88,23.43,16.88,-0.84,4.1,3.29,7.67,5.4,4.1,1.38,1.78,1.37,1.38,26.47,1,0,1,10,+,1+5+6+10,+,329,639,0.02,0.04,20,32
7036,BORNEO OIL BERHAD,Industrial Products & Services,2019-06-01,10,0.035,0.01,0.05,0.13,-35.0,-0.0,-0.0,0.0,0.0,-0.77,-0.97,0.02,0.02,24.95,-90.0,10.5,-39.75,8.25,0.0,0.0,0.0,0.0,4.58,7.32,8.68,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+8+9+10,1+6+7+9+10,1+5+6+7+8+9+10,3+5+10,20,93,-0.02,0.0,0,8
7043,JADE MARVEL GROUP BERHAD,Industrial Products & Services,2019-03-01,9,0.8,0.8,1.25,0.72,-27.0,-0.03,-3.75,0.0,0.0,-4.14,-1.06,0.0,0.0,-2.73,-103.0,109.0,3.0,46.79,0.0,0.0,0.0,0.0,2.28,2.98,-0.64,0.57,0.0,1.11,1.06,1.19,0.0,69.58,0,0,0,1+2+3+4+5+9,1+2+9,1+2+3+5+7+8+9,1+2+4+6+7+8,25,16,0.01,-0.01,3,-4
7045,SCOMI ENERGY SERVICES BHD,Energy,2018-03-01,10,0.08,0.035,0.65,0.17,0.0,-0.23,-287.5,0.0,0.0,-133.59,-35.45,0.12,0.15,-32.23,-10.5,1.57,-4.46,1.29,0.0,0.0,0.0,0.0,-79.1,183.78,-272.34,-134.49,-79.1,7.94,0.0,0.0,7.94,0.0,0,0,0,1+2+3+5+7+8+9+10,1+2+3+6+7+8,1+2+3+4+5+6+7+8+9+10,1+10,462,614,0.37,-0.47,0,-3
7048,ATLAN HOLDINGS BHD,Consumer Products & Services,2019-02-01,10,3.73,3.68,4.48,2.03,38.0,0.1,2.68,0.2,5.36,4.82,7.59,0.23,0.06,10.02,5.89,29.83,17.86,19.56,0.0,-2.54,-28.0,-2.05,6.8,4.34,4.03,4.02,6.8,4.53,4.61,5.15,4.53,79.46,1,0,0,1+5+8+10,+,1+2+4+5+7+9+10,6,696,775,0.4,0.16,81,49
7050,WONG ENGINEERING CORPORATION BERHAD,Industrial Products & Services,2019-10-01,8,0.395,0.28,0.65,0.62,8.0,0.05,12.66,0.02,6.33,8.4,8.63,0.25,0.26,-0.7,-19.83,66.0,23.08,28.79,100.71,100.71,0.0,0.0,0.57,6.33,7.42,3.63,0.0,0.55,1.47,0.88,0.0,24.49,0,0,0,6+7+8,5+6+7+8,1+4+5+6+7,6,33,61,0.0,0.05,3,10
7052,PADINI HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,2.74,1.78,3.9739999999999998,1.19,12.0,0.22,8.03,0.12,4.2,18.71,22.99,0.64,0.0,10.8,8.44,22.11,15.27,13.32,5.24,5.24,11.99,12.45,8.06,2.12,5.99,7.17,8.06,4.25,2.43,3.8,4.25,53.48,1,0,0,+,+,1+5+7,9,521,1783,0.09,0.24,94,127
7053,SEE HUP CONSOLIDATED BERHAD,Transportation & Logistics,2019-03-01,8,0.84,0.795,1.0,0.983,-20.0,-0.04,-4.76,0.02,2.14,-4.29,-5.36,0.2,0.23,0.07,-52.5,130.0,38.75,74.22,0.0,0.0,0.0,0.0,0.38,8.36,-2.57,2.78,0.0,1.78,1.51,1.62,0.0,39.55,0,0,0,4+6+7+8,1+3+5+6,1+2+3+4+6+7+8,2,132,96,-0.03,-0.06,12,12
7054,ASTRAL ASIA BERHAD,Plantation,2018-12-01,9,0.11,0.05,0.235,0.2834,-8.0,-0.01,-9.09,0.0,0.0,-5.12,-2.6,0.06,0.06,-1.8,-22.0,132.0,55.0,121.33,0.0,0.0,0.0,0.0,-0.83,2.26,-1.8,-1.99,0.0,0.1,0.0,0.0,0.0,29.41,0,0,0,1+4+5+6+7+9,1+2+3+4+9,1+2+3+4+5+6+7+9,1+5,36,26,0.01,-0.01,10,-3
7055,PLB ENGINEERING BERHAD,Property,2019-08-01,10,1.19,0.98,1.6,1.38,16.0,0.08,6.72,0.0,0.0,5.51,5.0,1.27,1.37,3.78,-123.0,51.0,-36.0,21.15,0.0,0.0,-11.61,0.0,4.97,3.98,2.3,1.8,4.97,1.69,0.16,1.9,1.69,44.16,0,0,0,2+3+5+6+9+10,2+4,1+2+3+4+5+10,1+3+5+9+10,101,243,0.04,0.07,-15,-64
7060,NEW HOONG FATT HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.97,1.85,2.86,5.61,11.0,0.18,9.14,0.1,5.08,3.21,3.17,0.01,0.02,9.4,6.97,20.0,13.48,11.62,0.0,-10.06,-7.02,-2.63,9.38,2.58,8.74,7.67,9.38,3.71,3.46,3.35,3.71,37.95,1,0,1,5+6+8+10,+,1+2+5+6+8+10,+,203,257,0.27,0.17,39,51
7062,KHIND HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.55,1.25,1.75,3.3,33.0,0.05,3.23,0.0,0.0,1.41,1.22,0.23,0.25,2.99,5.12,42.25,23.68,14.7,0.0,-36.56,-37.26,-14.61,10.95,5.21,5.62,7.45,10.95,3.88,1.87,2.66,3.88,24.48,1,0,0,2+5+10,+,1+2+4+5+8+10,1,184,349,0.2,0.04,18,-5
7066,YONG TAI BERHAD,Property,2019-06-01,9,0.065,0.035,0.35,0.61,-1.0,-0.08,-123.08,0.0,0.0,-12.7,-22.48,0.33,0.47,-6.94,-30.5,73.5,21.5,48.9,0.0,0.0,0.0,0.0,-828.35,2323.51,-15.23,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+6+7,1+6+7+8+9,1+3+4+5+6+7+8+9,2+3+4+6+8,204,100,-0.01,-0.16,13,60
7070,VIZIONE HOLDINGS BERHAD,Construction,2019-05-01,8,0.37,0.215,1.04,1.0189,8.0,0.05,13.51,0.0,0.0,4.82,13.34,0.05,0.06,-99.72,-0.77,19.0,9.12,10.36,361.36,361.36,0.0,0.0,-144.12,261.49,20.81,-51.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+5+7+8,4+5+6+7+8,2+4+5+6+7+8,1+2+3+4+5+6+7+8,13,594,-0.26,0.12,0,-58
7071,OCR GROUP BERHAD,Construction,2017-07-01,10,0.275,0.185,0.335,0.26,11.0,0.03,10.91,0.0,0.0,10.0,6.29,0.42,0.15,-9.29,-44.0,26.0,-9.0,26.0,0.0,0.0,0.0,0.0,-6.89,5.93,-3.42,-4.44,-6.89,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+7+8+9+10,2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6,25,89,-0.01,0.01,2,-35
7073,SEACERA GROUP BERHAD,Industrial Products & Services,2017-12-01,10,0.25,0.12,0.565,1.12,-1.0,-0.3,-120.0,0.0,0.0,-26.86,1.17,0.0,0.01,12.79,4.0,65.0,34.5,20.61,0.0,-35.46,-36.04,0.0,9.9,7.23,7.18,6.94,9.9,2.0,2.31,2.42,2.0,0.0,1,0,0,1+3+5+6+9+10,+,1+3+5+6+7+8+9+10,2+4+5+6+8,93,40,0.06,0.03,11,28
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,Industrial Products & Services,2018-12-01,10,0.95,0.68,1.25,1.44,14.0,0.07,7.37,0.04,4.21,4.58,5.65,0.17,0.13,19.29,7.13,26.29,16.71,13.17,0.0,-25.02,-15.86,-2.97,8.61,2.73,8.97,8.87,8.61,2.92,3.63,3.38,2.92,37.35,1,0,0,1+4+8+10,+,1+2+5+6+10,2,331,478,0.07,0.07,65,53
7077,GSB GROUP BERHAD,Property,2019-03-01,10,0.475,0.4,1.1,0.105,19.0,0.02,4.21,0.0,0.0,23.24,-4.06,0.2,0.2,-3.21,-10.0,7.0,-1.5,4.33,0.0,0.0,0.0,0.0,-1.05,22.09,-10.35,-12.32,-1.05,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+6+7+8+10,1+2+3+4+5+6+10,1+2+3+4+5+6+7+9+10,1+2+4+5+6+7+8,18,30,-0.01,-0.02,1,-7
7078,AHMAD ZAKI RESOURCES BERHAD,Construction,2018-12-01,10,0.22,0.115,0.465,0.7139,-4.0,-0.05,-22.73,0.0,0.0,-7.19,3.14,5.24,5.0,0.76,-6.88,91.5,42.31,25.3,10.26,-17.16,10.26,-5.41,3.55,6.31,6.56,6.08,3.55,1.97,2.49,2.13,1.97,22.88,0,0,0,2+6+9+10,9,1+2+6+8+9+10,1+2+3+4+5+6+8+10,459,1229,0.06,0.02,0,-270
7079,TIGER SYNERGY BERHAD,Property,2018-06-01,9,0.095,0.03,0.135,0.23,-15.0,-0.01,-10.53,0.0,0.0,-2.78,-1.69,0.03,0.04,-27.59,-6.5,15.5,4.5,11.25,0.0,0.0,0.0,0.0,-64.56,143.82,-23.31,-17.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+8+9,1+2+3+4+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,11,11,-0.56,-0.03,-4,-6
7080,PERMAJU INDUSTRIES BERHAD,Consumer Products & Services,2017-12-01,10,0.605,0.48,1.07,0.7,-25.0,-0.02,-3.31,0.0,0.0,-3.44,-4.65,0.0,0.0,-6.28,-37.0,-3.5,-20.25,,0.0,0.0,0.0,0.0,-15.6,7.84,-19.0,-20.4,-15.6,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+4+5+6+8+10,156,70,-0.04,-0.03,-3,-2
7081,PHARMANIAGA BERHAD,Health Care,2018-12-01,10,2.4,0.91,2.88,1.34,-4.0,-0.56,-23.33,0.08,3.54,-41.84,8.19,0.01,0.0,3.1,12.88,44.67,28.78,23.45,0.0,-20.53,-5.24,-3.47,4.99,1.78,6.41,6.19,4.99,4.3,6.61,5.98,4.3,87.9,1,0,0,3+10,+,1+3+4+6+9+10,1+2+3+4+5+6+7+8+9+10,1296,2385,0.23,0.16,0,0
7082,SYF RESOURCES BERHAD,Consumer Products & Services,2019-07-01,10,0.15,0.135,0.225,0.39,-2.0,-0.07,-46.67,0.01,8.33,-18.28,-16.44,0.19,0.05,3.3,-32.0,39.33,3.66,17.29,0.0,0.0,0.0,0.0,0.0,16.39,-10.19,-2.43,0.0,1.05,3.49,2.09,1.05,1.62,0,0,0,1+2+3+9+10,1+2+9+10,1+2+3+7+8+9+10,5+8,172,242,-0.05,-0.07,1,11
7083,ANALABS RESOURCES BERHAD,Industrial Products & Services,2019-04-01,10,1.04,0.815,1.16,2.48,24.0,0.04,3.85,0.02,1.92,1.75,1.5,0.04,0.04,8.26,10.33,29.67,20.0,20.13,0.0,-32.84,-15.81,-7.42,5.56,1.99,3.97,4.17,5.56,1.29,1.06,0.84,1.29,18.76,1,0,1,1+2+3+6+8+10,+,1+2+3+5+7+8+10,+,113,130,0.13,0.04,11,10
7084,QL RESOURCES BERHAD,Consumer Products & Services,2019-03-01,10,9.5,6.5,8.65,1.27,64.0,0.15,1.58,0.04,0.47,11.63,11.63,0.3,0.3,6.63,24.71,52.92,38.82,36.47,3.84,4.06,3.84,6.02,2.85,0.55,2.29,2.54,2.85,0.7,0.61,0.66,0.7,23.5,1,0,1,10,+,1+4+7+8+10,+,1476,3619,0.07,0.13,172,292
7085,LTKM BERHAD,Consumer Products & Services,2019-03-01,10,1.1,0.975,1.36,1.85,-113.0,-0.01,-0.91,0.02,1.82,-0.52,8.77,0.2,0.22,9.7,4.54,181.0,92.77,37.22,8.36,21.64,-5.8,8.36,7.56,6.25,8.79,11.08,7.56,2.36,2.46,3.14,2.36,28.56,1,0,1,3+4+7+10,+,2+4+8+9+10,+,131,196,0.13,0.16,21,23
7086,ABLEGROUP BERHAD,Industrial Products & Services,2018-12-01,8,0.08,0.04,0.095,0.17,-31.0,-0.0,-0.0,0.0,0.0,-1.53,-2.18,0.0,0.0,-93.68,-9.0,-0.36,-4.68,,0.0,0.0,0.0,0.0,-38.65,89.67,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+4+5+6+7,11,4,-0.33,0.0,7,-1
7087,MAGNI-TECH INDUSTRIES BERHAD,Consumer Products & Services,2019-04-01,10,1.88,1.24,2.74,1.37,7.0,0.26,13.83,0.23,12.23,19.31,20.64,0.0,0.0,7.22,17.61,33.25,25.43,23.7,7.65,7.65,19.55,23.83,4.39,0.85,5.17,4.76,4.39,1.12,1.07,0.96,1.12,20.28,1,0,1,1+2+10,+,2+10,+,377,1073,0.04,0.24,13,53
7088,POH HUAT RESOURCES HOLDINGS BERHAD,Consumer Products & Services,2019-10-01,10,1.01,0.69,1.589,1.5986,5.0,0.19,18.81,0.0,0.0,12.02,14.99,0.0,0.0,6.08,5.71,20.75,13.23,8.99,2.42,2.42,-0.59,17.32,12.51,3.36,13.24,12.91,12.51,3.16,4.36,4.19,3.16,25.15,1,0,1,7,+,2+5+9,+,356,701,0.05,0.22,13,71
7089,LII HEN INDUSTRIES BHD.,Consumer Products & Services,2018-12-01,10,2.25,1.57,3.29,2.08,5.0,0.44,19.56,0.14,6.44,20.93,18.6,0.03,0.01,7.63,6.5,28.0,17.25,13.56,26.39,-0.25,26.39,26.47,8.88,3.46,12.4,10.65,8.88,3.03,4.94,3.9,3.03,27.57,1,0,1,6+10,+,1+2+6+8+10,+,219,801,0.09,0.32,32,67
7091,UNIMECH GROUP BERHAD,Industrial Products & Services,2018-12-01,10,1.05,0.91,1.45,1.785,8.0,0.14,13.33,0.04,3.62,7.75,7.98,0.06,0.06,7.62,7.33,20.6,13.96,12.78,2.38,36.89,3.75,2.38,8.89,3.03,7.23,6.73,8.89,3.66,3.11,3.59,3.66,44.01,1,0,0,3+10,+,3+4+5+6+10,7+8,120,273,0.1,0.13,15,19
7094,EUROSPAN HOLDINGS BERHAD,Consumer Products & Services,2019-05-01,8,0.405,0.32,0.5,0.9640000000000001,-8.0,-0.05,-12.35,0.0,0.0,-5.33,-8.83,0.01,0.0,-0.87,-41.5,36.0,-2.75,16.03,0.0,0.0,0.0,0.0,-1.05,12.69,-6.91,-4.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+7,1+2+4+7+8,1+2+4+5+7+8,1+2+4+5,64,48,-0.09,-0.08,5,-1
7095,P.I.E. INDUSTRIAL BERHAD,Industrial Products & Services,2019-12-01,10,1.34,0.72,1.65,1.17,14.0,0.1,7.46,0.05,3.73,8.2,8.29,0.0,0.0,7.78,13.55,71.33,42.44,40.51,0.46,0.46,-0.98,3.63,3.72,2.4,6.98,5.54,3.72,0.72,1.25,1.03,0.72,23.39,1,0,0,1+2+4+8,+,1+2+4+8+10,5+7,287,659,0.07,0.1,21,94
7096,GPA HOLDINGS BERHAD,Industrial Products & Services,2019-03-01,9,0.085,0.07,0.145,0.11,1349.0,0.0,0.0,0.0,0.0,0.09,-0.55,0.0,0.0,-2.84,-11.5,11.5,0.0,11.5,0.0,0.0,0.0,0.0,-6.09,10.26,2.9,-4.71,0.0,0.0,0.0,0.0,0.0,24.53,0,0,0,1+2+3+4+5+6+8+9,1+2+4+5+6+7,1+2+3+4+5+6+7+8+9,5+6+7+8+9,156,43,0.0,0.0,0,5
7097,TA WIN HOLDINGS BERHAD,Industrial Products & Services,2017-12-01,7,0.085,0.03,0.235,0.34,32.0,0.0,0.0,0.0,0.0,0.79,4.17,0.0,0.0,-0.66,-11.67,50.5,19.42,29.75,0.0,0.0,0.0,0.0,-2.22,8.76,1.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+6,3+5+7,3+4+5+6+7,2+4+6,576,402,0.0,0.02,16,10
7099,ATTA GLOBAL GROUP BERHAD,Industrial Products & Services,2019-03-01,8,0.445,0.375,0.59,1.64,4.0,0.11,24.72,0.0,0.0,6.77,2.58,0.01,0.01,4.96,-19.0,20.0,0.5,11.52,0.0,0.0,-10.66,0.0,5.87,10.09,11.19,7.72,0.0,2.1,4.52,2.71,0.0,12.95,0,0,0,1+4+5,4+7,1+2+3+4+6+7+8,1+2+3+6+7,128,153,0.28,0.03,3,-16
7100,UCHI TECHNOLOGIES BERHAD,Industrial Products & Services,2019-12-01,10,2.58,1.7,2.95,0.4,15.0,0.17,6.59,0.14,5.43,42.13,48.53,0.0,0.0,47.08,9.08,20.69,14.89,13.98,7.82,7.82,11.35,9.76,7.58,1.86,5.62,6.21,7.58,6.36,4.35,4.88,6.36,70.65,1,0,1,8,+,2+7+8+9,+,101,157,0.13,0.17,49,84
7103,SPRITZER BHD,Consumer Products & Services,2018-12-01,10,2.05,1.7,2.4,1.9778,14.0,0.15,7.32,0.04,1.71,7.52,6.33,0.0,0.01,8.1,13.06,30.0,21.53,17.88,3.52,-7.22,-3.15,3.52,5.96,1.32,6.55,6.25,5.96,1.84,2.23,1.98,1.84,7.46,1,0,1,10,+,1+2+8+10,+,108,348,0.06,0.12,18,34
